,ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
15260,2059-10-13,31,71348,486,0,3,10,22525,36,2,2,0,184,0.1403184562680209,2,1,0.4564891639350833,0,3,0,23,12,326,308,124730,29936,5945.666666666667,0.3891827073013321,8,94794,0.264525,0.2369353154043799,880.0995064009344,0.1789705959075406,1,42.400000000000006
14055,2056-06-25,51,15000,610,0,3,30,12575,60,1,1,3,313,0.115197624721075,4,0,0.3347576863636714,0,1,0,25,13,4187,296,38809,10244,1250.0,0.7559377519712548,7,28565,0.212575,0.2043855314537081,336.2365281545185,0.5193892225236149,0,52.0
7011,2037-03-13,40,31147,596,0,1,18,24184,36,1,2,3,667,0.2201969325600255,2,1,0.2885382760146153,0,4,0,26,7,4086,793,22857,99902,2595.583333333333,0.7222674148424884,3,4705,0.211184,0.1973580239913661,895.5118634038646,0.6019887103363526,0,54.0
14882,2058-09-30,50,19222,602,0,0,25,23800,96,1,0,3,444,0.2779535953851961,5,3,0.1879774352060868,0,1,0,30,21,7141,551,134381,27936,1601.8333333333333,0.7774579027976647,6,106445,0.2578,0.2782916339646012,620.652816001496,0.6646464359597312,0,45.0
16026,2061-11-17,44,49659,540,0,0,20,23968,48,1,2,0,659,0.6488296242859564,1,1,0.1823457090996163,0,0,0,18,20,6748,273,234861,14727,4138.25,0.8942937169763935,6,220134,0.248968,0.2269806031052496,764.2501160438004,0.3439256004455507,0,49.0
10740,2047-05-29,51,118462,620,0,4,28,35681,84,1,2,0,750,0.2495638017000886,4,1,0.2707682847799929,0,2,0,25,17,2413,2338,449202,33646,9871.833333333334,0.8652203790609153,7,415556,0.250681,0.2680690043780226,944.7702053944216,0.1716773519333884,1,33.6
11054,2048-04-07,49,136028,561,0,3,23,24439,36,2,4,3,592,0.5180652775127407,4,1,0.0415342377711895,0,3,1,22,9,4754,7278,193816,6893,11335.666666666666,0.7355319488537909,8,186923,0.2289389999999999,0.225351286959148,940.1157108507274,0.1351588535463928,1,41.6
1907,2023-03-23,26,27328,575,0,1,1,13870,48,1,3,0,552,0.1754158365959342,4,3,0.1906872959740144,0,1,0,21,10,669,890,26657,4924,2277.333333333333,0.7359934990133803,4,21733,0.22137,0.1891677569527965,414.1057651369326,0.4242267704055617,0,51.0
4944,2031-07-16,60,70869,655,1,4,37,23770,36,2,1,3,509,0.21379103966809,2,2,0.0652609278316631,0,3,0,19,29,15355,169,164661,32345,5905.75,0.9260436202364354,4,132316,0.18127,0.1783428220368161,857.3676814253779,0.2313622624434454,1,34.4
14988,2059-01-14,50,51852,605,0,3,24,14072,36,0,2,0,536,0.0822945257281609,1,0,0.282437587919097,0,2,0,17,21,9877,361,25069,69689,4321.0,0.6692002045947508,3,3595,0.196572,0.2358864,549.0499124587707,0.2511108337095049,0,48.0
3491,2027-07-24,37,65131,495,0,0,19,18255,108,0,1,3,624,0.3833036449814032,2,1,0.3708630515206313,0,1,0,22,29,13429,254,54898,59521,5427.583333333333,0.7263117101415305,4,3510,0.315755,0.2680726186876129,449.11891621036426,0.1977157880966724,0,54.0
4099,2029-03-23,40,44666,619,0,1,21,21373,24,1,1,3,294,0.6688812969447951,3,0,0.0197879759938141,0,1,0,27,22,347,2057,12932,16248,3722.1666666666665,0.7875742065941002,4,3042,0.186873,0.1970709599731673,1084.740192670623,0.3704133415136228,0,50.0
6908,2036-11-30,29,101685,573,0,0,7,23097,48,1,3,0,293,0.3438674614626101,3,1,0.1088429887317966,0,0,0,23,21,6275,1426,100380,72113,8473.75,0.6550500119267417,6,28267,0.231597,0.2629886836162272,782.6572838704568,0.1269399361404876,0,49.0
3184,2026-09-20,30,28776,549,0,3,6,60063,36,2,1,0,475,0.3579368822384278,3,1,0.218512743774624,0,2,0,25,12,781,2183,302905,98912,2398.0,0.9209836959247686,8,203993,0.270563,0.2500708243269097,2388.3194134583014,1.1940447929350717,0,50.0
12819,2053-02-05,55,57659,629,0,1,35,31773,108,2,2,3,464,0.0401829632584159,2,0,0.3802166069260571,0,2,0,17,17,2867,125,98694,5928,4804.916666666667,0.8659781738466484,5,92766,0.262273,0.2866215677487988,823.2282934452627,0.267898151569454,0,48.0
8014,2039-12-11,35,53283,464,0,3,12,16311,60,1,3,3,578,0.1990179530499317,0,0,0.3084167639419357,0,0,0,28,1,17223,449,109264,95744,4440.25,0.502221792925763,3,13520,0.289311,0.2831793209855421,510.98945129916257,0.2452540850851106,0,57.0
19307,2070-11-11,52,45350,640,0,0,32,7080,60,2,1,0,227,0.5082645994872518,2,2,0.545172336368313,0,1,0,17,7,3728,345,219192,6036,3779.1666666666665,0.8106276445823932,4,213156,0.19208,0.1899170053659469,183.6267714550549,0.1086553750266958,1,43.2
11393,2049-03-12,18,22289,536,1,1,0,33734,108,2,2,2,500,0.543203762938605,3,0,0.5571977527250409,0,1,0,22,29,5919,2408,102644,36652,1857.4166666666667,0.6868940713634106,3,65992,0.3107339999999999,0.3213181122947769,958.5116305338876,0.7852366443719615,0,62.0
8458,2041-02-27,29,80467,616,0,1,6,12902,84,3,2,0,281,0.0377272539566281,1,2,0.0538162676730638,0,1,0,31,24,2046,370,199357,32111,6705.583333333333,0.9268671017420058,7,167246,0.229902,0.2087456774480597,293.33710964394305,0.0856505811789592,1,32.800000000000004
11812,2050-05-05,36,107094,632,0,1,14,12510,60,0,1,3,399,0.2857579744528865,3,0,0.1837121342148664,0,3,0,28,2,1447,510,66642,59186,8924.5,0.834660635285292,6,7456,0.20151,0.190040197257216,324.5439651509318,0.0810738937924737,1,40.0
8798,2042-02-02,55,37427,562,0,0,31,12524,72,0,0,3,254,0.1667327603136384,0,1,0.1125586652867034,0,1,0,31,24,3179,1752,27461,113668,3118.9166666666665,0.9678981950933776,4,8524,0.246524,0.2194237556077533,314.2513856360388,0.1821951165637765,0,50.0
7199,2037-09-17,22,33646,533,0,0,0,12728,36,2,0,3,291,0.195632218881826,3,0,0.2265572416432457,0,3,0,21,7,1583,2240,295841,11668,2803.833333333333,0.8835171623236046,3,284173,0.231228,0.2244628184494413,489.0315844967527,0.278201837186026,0,47.0
5383,2032-09-27,60,161953,653,0,3,39,9621,48,1,1,3,116,0.1172240113830384,4,2,0.2866887615529011,0,3,0,21,6,7838,2916,71183,9820,13496.083333333334,0.730144135751947,11,61363,0.178121,0.1749059294220594,280.06233166559537,0.0293464645914996,1,34.4
12512,2052-04-04,35,40782,600,0,1,12,14365,24,1,1,2,711,0.2737325330648145,2,0,0.1688852473063867,0,0,0,29,18,779,357,60632,37242,3398.5,0.830836022408987,6,23390,0.1893649999999999,0.1905701212194551,724.5177507522901,0.4223974549808121,0,48.0
4901,2031-06-03,27,19615,567,0,1,9,14503,48,2,1,0,653,0.0546507183343713,3,0,0.0313583103700332,0,3,0,20,5,9548,1823,25958,50883,1634.5833333333333,0.8911775526046682,5,9328,0.2260029999999999,0.1996400446769146,441.0534510610819,0.6693164115591631,0,53.0
19396,2071-02-08,47,146618,576,0,4,27,40484,48,0,1,3,549,0.2924377094802194,1,0,0.4470598837636946,0,1,0,27,26,3999,1131,209673,18495,12218.166666666666,0.9766855340488916,5,191178,0.247484,0.2284077464488258,1294.0426111678207,0.1508444483897874,1,40.0
8070,2040-02-05,51,116383,559,0,3,31,25585,108,2,3,2,444,0.2976178569080115,4,3,0.1984356920604879,0,3,0,33,19,1068,2595,59985,121210,9698.583333333334,0.8655740370330798,10,4081,0.291085,0.294353606778729,677.0124364837869,0.1155851734171265,0,49.0
4966,2031-08-07,28,16600,497,0,3,1,16472,72,1,0,0,383,0.1441691936182656,0,1,0.3521842369902154,0,3,0,32,8,2962,3779,55960,20663,1383.3333333333333,0.761569897593911,3,35297,0.282972,0.2700689415580106,464.20728049634977,0.6124389979491686,0,56.0
6603,2036-01-30,45,60701,605,0,1,22,27047,36,3,1,3,367,0.1566157170844165,2,0,0.0711309491305618,0,0,0,23,12,4325,724,102325,16863,5058.416666666667,0.9656344357526658,7,85462,0.209547,0.2026244493212408,1008.783887741548,0.2719791544274159,0,44.0
10783,2047-07-11,49,75987,570,0,4,26,20655,36,1,2,3,736,0.0831417289023251,5,1,0.2619758715947333,0,2,0,28,15,6379,350,65391,79517,6332.25,0.9123072724130852,9,5443,0.220655,0.2114283309417474,779.6940918027169,0.2393610630980641,1,40.8
19614,2071-09-14,50,29870,612,0,0,27,27260,84,2,5,3,360,0.2254360657231398,3,3,0.3149600789221237,0,1,0,36,4,4297,2649,125551,51400,2489.1666666666665,0.6945629608869147,5,74151,0.24626,0.2027739032032278,609.9023051187716,0.3896494027929447,0,54.0
3939,2028-10-14,30,33945,587,0,1,11,46418,24,1,0,0,194,0.1654440584105642,3,2,0.292631507340559,0,3,0,27,9,3537,614,48930,136856,2828.75,0.9497967068817592,5,8819,0.2279179999999999,0.226257326683393,2422.447614401358,0.9249483391608866,0,53.0
2029,2023-07-23,34,43248,597,0,3,12,4173,60,1,0,3,311,0.5740022490826711,3,1,0.163929026066286,0,0,0,25,26,3098,4177,292817,144462,3604.0,0.8402280484791125,4,148355,0.210673,0.2316767264813917,118.04118751425038,0.1190458344934102,0,48.0
10633,2047-02-11,21,128993,623,0,2,0,21916,60,0,2,3,501,0.0374759932365677,3,0,0.2889834103940023,0,3,0,21,20,4913,136,20117,62645,10749.416666666666,0.5931197096945368,3,7122,0.215416,0.2068098780345546,588.9753365027119,0.1013985568056603,1,36.8
16421,2062-12-17,53,66029,616,0,4,32,24227,60,1,2,3,298,0.3141559672753112,3,0,0.069757082564132,0,3,0,22,25,11861,1247,38011,28870,5502.416666666667,0.902864476050462,6,9141,0.221227,0.2131867750107037,659.7722487623358,0.1740639262316259,1,37.6
12166,2051-04-24,31,23384,593,0,4,11,16670,48,1,0,3,376,0.4290494918717211,3,1,0.2405600852638143,0,4,0,24,24,6567,456,38276,14469,1948.6666666666667,0.7159832509214259,7,23807,0.21517,0.2302611510583864,534.5365748023903,0.4672613281572307,0,55.0
12919,2053-05-16,26,30034,546,0,1,1,17249,60,1,4,3,338,0.3101185673103319,3,2,0.4008048424185397,0,1,0,18,13,806,560,33941,24769,2502.833333333333,0.9400173758019678,1,9172,0.249249,0.2214057993737024,477.7783351111168,0.3259419331868349,0,57.0
3860,2028-07-27,34,121455,614,0,0,14,19627,60,1,3,3,404,0.034671097535732,1,3,0.23720982717446,0,1,0,20,6,12213,1399,54313,34192,10121.25,0.8640164913378863,2,20121,0.217627,0.1916767236830324,510.9476934563756,0.0903986852865382,1,38.400000000000006
15594,2060-09-11,42,33274,539,0,0,18,16580,36,0,0,0,647,0.3471839979617505,7,2,0.359675345905485,0,0,0,24,21,1623,571,75351,37285,2772.833333333333,0.8432824101753489,8,38066,0.23208,0.2244337933664923,637.0070506453876,0.4630667971312331,0,55.0
13266,2054-04-28,37,23430,563,0,3,10,22598,84,1,0,2,204,0.0937780773087564,5,1,0.3743212363802127,0,3,1,24,11,2745,888,91737,36699,1952.5,0.5843821085873692,2,55038,0.266098,0.2458469373002282,566.0055510497673,0.3943690402303546,0,59.0
16901,2064-04-10,37,72675,596,0,3,11,13746,48,0,3,0,329,0.1384587016946553,1,0,0.2030867294103774,0,3,0,20,21,4828,3406,53672,10665,6056.25,0.677864143211279,6,43007,0.210746,0.2242779079295308,436.2812875858573,0.1263622353082943,1,40.8
753,2020-01-24,52,37319,606,0,1,31,41229,48,2,0,2,284,0.2541693471885483,3,0,0.3287798580577065,0,1,0,32,6,3407,1174,63718,5823,3109.9166666666665,0.814537738237137,3,57895,0.233229,0.2450770464993113,1355.739265066315,0.5272614802324762,0,52.0
6573,2035-12-31,34,52979,515,1,4,9,22418,60,2,2,2,354,0.1360588464701009,2,3,0.086894506142234,0,1,0,34,28,12961,1074,34060,11592,4414.916666666667,0.7096022427312695,4,22468,0.269918,0.2522661598948789,660.979681205453,0.2298978118587635,1,41.6
4852,2031-04-15,46,27643,625,0,0,26,24666,36,1,0,0,902,0.3347331549566899,6,0,0.2971239211401539,0,1,0,31,2,8493,211,436486,44202,2303.583333333333,0.9337504782599774,2,392284,0.197166,0.1813577043213111,893.4158671539934,0.7794013097655074,0,49.0
8249,2040-08-02,48,124107,527,0,2,27,38666,96,1,0,0,236,0.1532534305012875,2,1,0.046026143182901,0,2,0,35,1,885,5171,15467,22978,10342.25,0.7534370173366064,3,8978,0.310166,0.3213687454736642,1124.4393256980422,0.1315419106768877,0,51.0
3539,2027-09-10,38,25821,488,0,0,12,18425,36,1,3,0,614,0.0975572318553154,1,0,0.1360103417350034,0,3,0,20,18,2162,167,100663,152071,2151.75,0.8786860113367136,2,10285,0.259425,0.2551695154895569,737.6217560017541,0.628149996980018,0,51.0
10616,2047-01-25,44,146215,653,0,4,22,12047,108,2,1,0,430,0.3776808722641458,3,0,0.1137601436706131,0,3,0,24,5,3644,472,57443,15214,12184.583333333334,0.9175176718194792,5,42229,0.230547,0.2144657000260006,252.59215547013497,0.0560209682019055,1,35.2
12697,2052-10-06,38,112300,555,1,1,14,21432,36,2,2,0,277,0.1885537536209064,3,0,0.2913276821222789,0,0,0,19,15,2440,224,56872,24265,9358.333333333334,0.9135205767827016,8,32607,0.228932,0.2086725595256651,805.9920639259016,0.1157248866171934,1,42.400000000000006
18610,2068-12-14,32,49459,581,0,0,11,18235,96,1,0,0,323,0.1094932737783619,1,2,0.5232540936256639,0,0,0,23,6,21019,1965,147545,31226,4121.583333333333,0.8256834063830711,7,116319,0.262735,0.2844819004211866,483.26556722194,0.1956203483018921,0,56.0
15120,2059-05-26,27,48709,592,0,1,9,31822,60,1,2,0,703,0.1339498292755825,7,1,0.2707800653004195,0,2,0,25,26,2907,776,42383,58799,4059.0833333333335,0.5000090984174971,6,4973,0.2408219999999999,0.258639289072231,950.2038402612346,0.4072850209023962,0,52.0
6406,2035-07-17,39,31804,482,0,1,15,37345,48,1,1,2,172,0.3873670542553828,4,0,0.4075332908328212,0,3,0,18,16,2340,487,139816,89951,2650.333333333333,0.6601191018824637,5,49865,0.2913449999999999,0.318885268823538,1385.9715514165066,0.5878398508677549,0,57.0
16624,2063-07-08,49,18929,631,0,4,25,12404,60,1,0,3,506,0.2039740455296583,1,0,0.4881279204167386,0,1,0,26,5,1221,980,170672,19355,1577.4166666666667,0.668255481565981,3,151317,0.201904,0.1935724739279681,324.20977657399453,0.5263097532298554,0,53.0
7978,2039-11-05,41,27616,571,0,4,18,27826,96,2,3,0,772,0.2371444810126332,2,0,0.3180191683573981,0,3,0,22,5,918,267,32858,60358,2301.333333333333,0.8609170297130248,7,9697,0.277326,0.2832384490337984,735.070117173952,0.6548682432679397,0,58.0
16110,2062-02-09,37,32215,617,0,4,15,29544,72,1,1,2,465,0.1275508985858042,4,3,0.3018843650862866,0,3,0,23,10,1272,1427,66297,98294,2684.583333333333,0.8385299754598912,5,8054,0.236044,0.2832528,857.1570884333549,0.4924999242961434,0,51.0
9000,2042-08-23,49,66424,548,0,1,25,21551,72,1,0,3,565,0.7220492331713868,2,1,0.1247668505361986,0,2,0,27,3,3015,5356,31998,24816,5535.333333333333,0.8029251916744315,3,7182,0.262551,0.212246807061974,531.6197462813321,0.1981126845022278,1,44.0
7536,2038-08-20,34,75248,598,0,1,12,12583,36,1,0,3,562,0.4036584114113944,1,1,0.2888307718402885,0,3,0,22,21,1442,2416,150145,3646,6270.666666666667,0.7248384329035612,4,146499,0.198583,0.2034753031254325,469.8604941389885,0.1645535553060262,1,39.2
1682,2022-08-10,29,15224,541,0,0,6,22655,84,1,0,0,102,0.3336099214568268,1,2,0.0333226945905448,0,4,0,20,27,9015,1351,57223,8118,1268.6666666666667,0.6092476591359169,6,49105,0.277155,0.2743783655530145,609.2118028840237,0.5605978477803655,0,52.0
12878,2053-04-05,49,36558,551,0,0,28,28986,84,1,5,0,1080,0.1920315707886578,2,1,0.4121469505365019,0,0,0,20,26,5035,194,106548,21651,3046.5,0.5736111774946258,8,84897,0.278486,0.2929218632149908,815.0447058382609,0.6220399493970986,0,54.0
6146,2034-10-30,40,83918,642,0,2,17,13485,48,1,1,2,202,0.2318814748799191,5,0,0.349361708765227,0,0,0,24,17,4549,506,39437,17799,6993.166666666667,0.7857810951834355,7,21638,0.187485,0.1786506747747754,395.1717010571692,0.0853936034305635,1,40.0
16339,2062-09-26,29,44521,616,0,1,7,13624,72,2,1,0,283,0.2436057091233106,1,0,0.0804223131481659,0,3,0,22,22,2451,1321,30452,63556,3710.0833333333335,0.7061116230253288,5,3063,0.220624,0.2224334893263184,344.28904958252696,0.1690768085844955,0,48.0
17512,2065-12-12,53,27579,530,1,1,30,21689,84,1,3,0,377,0.3437506847308246,4,2,0.152933789060008,0,3,0,31,26,1116,3864,45133,17928,2298.25,0.7089565288859581,1,27205,0.281689,0.264360384041048,569.0537250573078,0.4116409115880813,0,55.0
646,2019-10-09,18,63764,565,0,1,0,23507,24,2,2,1,359,0.1627276910927606,2,0,0.4523555064920506,0,4,0,26,28,2150,3072,20660,20805,5313.666666666667,0.7918391879217658,6,4310,0.2160069999999999,0.227672531062588,1228.4246943203473,0.2987437477549113,0,55.0
18951,2069-11-20,31,24653,590,0,0,13,43803,48,2,3,2,353,0.1174678969002938,3,1,0.0671074862921695,0,3,1,26,3,5166,358,61650,8827,2054.4166666666665,0.5854171746898673,5,52823,0.243803,0.2633832044790544,1485.2688492699515,0.8947887150139707,0,58.0
3664,2028-01-13,54,114719,639,0,1,34,15745,96,1,2,0,367,0.2526836184706919,6,2,0.1797936411153593,0,2,0,26,19,4315,1589,180741,22420,9559.916666666666,0.8913589699090032,4,158321,0.231245,0.2345476763244324,364.6024666497855,0.0765281217566177,1,33.6
18593,2068-11-27,45,91791,583,0,3,22,20363,36,1,1,3,342,0.0179713759689688,6,3,0.0930444874120756,0,1,0,27,27,2552,171,237541,3275,7649.25,0.8714230215558486,5,234266,0.213863,0.2091475570460266,766.286443869974,0.1448882496806842,1,35.2
8090,2040-02-25,27,50143,580,0,1,2,54299,48,3,0,1,644,0.268121388451666,4,2,0.3050112641819685,0,3,0,21,2,781,868,57948,35171,4178.583333333333,0.68733475193641,8,22777,0.259299,0.2640602885883114,1843.2414718680031,0.5952355794909765,0,58.0
16616,2063-06-30,43,29212,568,0,0,22,35345,60,0,2,3,348,0.6052368301401772,5,2,0.0213712676274135,0,0,0,28,2,1316,3915,20472,35971,2434.333333333333,0.894291635240882,3,9873,0.256345,0.2479678622288043,1033.215856511334,0.5673897808481447,0,58.0
15869,2061-06-13,46,30971,587,0,0,21,20732,108,1,2,3,279,0.4217562598863137,2,0,0.0859345287163526,0,2,0,29,20,1540,1120,11839,3890,2580.9166666666665,0.6984538351252039,2,7949,0.272232,0.2886398803307511,540.1370274174577,0.3173822068712503,0,52.0
8493,2041-04-03,33,103568,501,0,0,13,17875,84,1,1,0,731,0.2872378206832516,2,0,0.4911104075831287,0,3,0,24,20,7906,556,64296,24118,8630.666666666666,0.9137265965552543,4,40178,0.292375,0.2670327528682605,472.0918881081959,0.1393973298441444,1,44.0
352,2018-12-19,50,62852,609,0,0,27,51450,48,1,2,0,390,0.3978770319458383,6,0,0.2564993713855187,0,3,0,24,27,7822,571,71768,23421,5237.666666666667,0.9016556136899072,4,48347,0.24195,0.2380399660757087,1671.794313780675,0.3936474856069512,0,49.0
19179,2070-07-06,52,47153,585,0,0,31,15100,96,1,3,2,259,0.471426154005222,4,2,0.1019191538456298,0,3,0,21,8,18052,538,22095,53534,3929.4166666666665,0.8048769020470122,9,2976,0.2576,0.2841918896375826,399.88054429190896,0.1676789712532163,0,53.0
11611,2049-10-16,71,102162,627,0,2,49,18621,48,1,0,0,884,0.3272681621072632,2,0,0.5545257609055081,0,3,0,25,6,4396,708,42236,37258,8513.5,0.8702919959576088,2,4978,0.200121,0.215667222663424,582.3033322383515,0.172232728283121,1,44.8
15653,2060-11-09,44,32497,543,0,0,18,27018,48,1,2,0,1110,0.5069367873931739,2,0,0.2702573582516723,0,0,0,22,22,431,5137,16379,59239,2708.083333333333,0.8329291721095631,5,1025,0.2505179999999999,0.2479480540264096,892.7499737938028,0.7395451791096296,0,54.0
9529,2044-02-03,38,26845,573,0,3,17,14451,72,0,3,3,600,0.2346269726890731,4,1,0.0449356237009284,0,3,0,25,2,2340,989,39825,37060,2237.083333333333,0.8961744099026294,4,2765,0.242951,0.2428125702523237,382.9201451312404,0.4393757400474905,0,56.0
6742,2036-06-17,21,38741,528,0,1,0,46990,60,1,0,2,662,0.07992784911599,4,2,0.6254527422187497,0,2,1,18,1,4230,1132,25706,9692,3228.4166666666665,0.6663493414777467,3,16014,0.28799,0.2879469526446012,1485.6826365117645,0.665243324595162,0,68.0
3236,2026-11-11,52,111757,613,0,1,31,62597,60,0,0,0,491,0.4438814581787602,2,2,0.1452907964214644,0,1,0,25,11,2384,181,126144,93952,9313.083333333334,0.7012629910575953,5,32192,0.2610969999999999,0.2158441984846465,1714.102808374409,0.2367747317885493,0,47.0
18965,2069-12-04,49,51788,638,0,2,24,27526,36,2,0,0,250,0.1216207170626202,1,1,0.3150852746239153,0,1,0,32,29,3867,1149,12597,6898,4315.666666666667,0.964463372993828,6,5699,0.193526,0.2022121290833365,1026.0699977851982,0.295683169333096,0,50.0
18318,2068-02-26,30,15000,508,0,0,7,28020,36,1,1,3,406,0.1957278912106956,3,0,0.1183393131851263,0,3,0,19,1,12956,2038,28465,8237,1250.0,0.6835164397048067,4,20228,0.25902,0.2432979277584886,1104.1623116942108,1.2081298493553687,0,55.0
18034,2067-05-18,51,52640,600,0,1,27,24569,60,1,3,0,409,0.359006065158911,2,1,0.0810371969663705,0,3,0,27,1,467,352,51731,25592,4386.666666666667,0.8717428505457727,4,26139,0.229569,0.2521542562471681,724.238935847023,0.2583371434301724,0,51.0
7923,2039-09-11,55,40504,639,0,3,35,20669,108,1,1,2,545,0.0522960320526352,3,1,0.2403238632405023,0,2,0,23,6,295,1290,8213,9386,3375.333333333333,0.626568153851461,5,3031,0.246169,0.2447521300399583,475.2562907296605,0.3022683065562889,0,51.0
1966,2023-05-21,37,27766,607,0,3,15,25357,36,2,0,0,404,0.2024566310481208,1,1,0.202658381090052,0,0,0,21,19,4585,1627,34117,30087,2313.833333333333,0.7176937968111577,2,4030,0.2068569999999999,0.1953189106484222,936.3198836699996,0.5792637975956203,0,51.0
12440,2052-01-23,43,15000,469,0,3,20,25690,60,1,2,3,182,0.34269903918972,6,0,0.5677144706636039,0,3,0,15,6,1406,1693,50170,13085,1250.0,0.7865152406988176,8,37085,0.29619,0.2678639835095694,781.1760959985737,0.770540876798859,0,62.0
3878,2028-08-14,21,32224,432,0,1,0,29521,48,1,2,3,281,0.1103993748350696,1,2,0.3065838316303536,0,4,0,15,11,1265,1332,47654,13869,2685.333333333333,0.8801300832873417,4,33785,0.308521,0.3448733127376332,1141.342641057151,0.5296707948326034,0,54.0
7576,2038-09-29,18,21278,596,0,1,0,24148,48,0,2,0,320,0.4313374940467673,2,0,0.6224809346611242,0,3,0,21,21,8652,317,67286,71249,1773.1666666666667,0.684945306818288,4,10833,0.221148,0.1769184,705.4649301999366,0.578324051245382,0,61.0
8809,2042-02-13,49,67395,590,0,1,26,12539,72,2,4,2,656,0.2293644727696657,5,1,0.0851040105129921,0,1,0,32,4,1528,4230,96216,10298,5616.25,0.8900264385865754,4,85918,0.232539,0.2670900890704352,351.03266171593253,0.1793069506727679,0,51.0
16567,2063-05-12,49,24436,665,0,1,26,13204,108,1,1,1,260,0.0614483699719105,1,3,0.2299975487076218,0,0,0,25,11,1650,820,88943,14222,2036.3333333333333,0.6539855725113531,6,74721,0.225704,0.2155300360603055,277.7746101896864,0.264089675981185,0,45.0
16432,2062-12-28,33,60701,595,0,1,9,14307,60,2,4,3,388,0.1707583479744319,2,0,0.2138854125060695,0,1,0,26,14,519,2168,117318,52777,5058.416666666667,0.5235234460843734,7,64541,0.2218069999999999,0.1929906055632903,373.489718208772,0.1505391446352657,1,39.2
9627,2044-05-11,68,36251,648,1,1,44,16685,108,3,0,0,421,0.4377870543179031,1,0,0.2659224926734492,0,0,0,27,21,12977,210,152222,36246,3020.9166666666665,0.8255365998678567,7,115976,0.237685,0.2508612323682671,390.6164432910612,0.2686656180379226,0,50.0
10133,2045-09-29,36,29859,479,0,1,10,17908,36,1,0,0,607,0.2905207924207741,3,0,0.2638779232229526,0,0,0,17,11,3687,1862,76898,6294,2488.25,0.5715682990348195,7,70604,0.263408,0.2827179335526645,743.3711764648003,0.5426991566220437,0,52.0
16744,2063-11-05,23,60946,577,0,4,3,14046,48,2,3,0,755,0.0952922848248945,5,3,0.0453895272935701,0,1,0,23,1,5370,1956,71795,12955,5078.833333333333,0.8473720853125262,5,58840,0.220546,0.2444069229509802,461.3541271085253,0.2394947908854117,0,51.0
10517,2046-10-18,55,33201,619,0,3,29,33001,60,1,0,3,444,0.2151058960520611,3,2,0.243844297027386,0,2,0,23,28,3025,942,53608,3849,2766.75,0.776741989642608,6,49759,0.228501,0.2402435499390704,949.8382186847832,0.5037817723628023,0,50.0
8272,2040-08-25,33,34106,598,0,1,12,18632,36,1,1,3,401,0.1507654583730642,3,2,0.312216649394342,0,4,0,22,2,2195,375,256823,5464,2842.1666666666665,0.9109379496506306,4,251359,0.204632,0.2455584,736.4352493720921,0.4002000525557118,0,52.0
13349,2054-07-20,33,29663,557,0,3,13,40386,36,2,0,3,397,0.1176581623795689,3,1,0.2681514934158747,0,0,1,31,21,3962,948,109921,6738,2471.9166666666665,0.7917527061272127,7,103183,0.246886,0.2554832208115565,1617.4754736735006,0.8149447353296028,0,55.0
11807,2050-04-30,42,89603,593,0,3,24,17155,36,1,0,0,867,0.1004386467334902,1,1,0.252006452670261,0,2,0,17,9,2265,2299,59933,22619,7466.916666666667,0.8468208605140106,3,37314,0.205655,0.2060652400103952,642.855216650622,0.2022059819404201,1,40.8
9178,2043-02-17,27,50656,579,0,3,4,60450,60,2,0,2,489,0.3016549164405823,6,0,0.3774933603519997,0,1,0,26,19,1678,1435,57186,13011,4221.333333333333,0.8790652890093025,2,44175,0.27595,0.2911849396364857,1923.159186840636,0.5714211592326206,0,54.0
3063,2026-05-22,33,17833,560,1,1,13,26919,48,2,2,2,268,0.3458344964807057,5,1,0.4863028748781223,0,0,0,27,24,2053,1498,47816,6571,1486.0833333333333,0.7220973353525576,4,41245,0.241919,0.2444001527046163,884.1698472897054,0.7753063515659994,0,61.0
17323,2065-06-06,58,21995,652,0,0,35,16522,48,1,1,0,225,0.1775295121973092,2,1,0.4215048492305823,0,1,1,32,26,751,2184,44998,7473,1832.9166666666667,0.9174748883560604,7,37525,0.185522,0.1848105606285677,489.4967824048448,0.3898141117916861,0,57.0
19152,2070-06-09,33,25041,573,0,3,9,45782,60,1,1,3,350,0.1079412532916233,2,0,0.3190694524387659,0,3,0,20,15,7369,1433,56248,9862,2086.75,0.9086090032303374,8,46386,0.264282,0.2472136777552695,1336.2939997437395,0.8080958426949754,0,55.0
4443,2030-03-02,48,109383,631,0,1,26,22941,48,1,2,0,409,0.0670592228851087,2,3,0.3339733942122952,0,1,1,23,26,13692,5018,18710,17364,9115.25,0.8182798364020907,4,1346,0.202441,0.1868561288686607,682.1385583756138,0.1197047320013838,1,44.0
